Employee_ID,Department,Job_Role,Gender,Age,Experience_Years,Monthly_Salary,Performance_Rating,Work_Hours_Per_Week,Training_Hours,Attrition,Job_Satisfaction
EMP36500,Sales,Manager,Female,39,6,32305.64,1,50,33,No,4
EMP36501,Finance,Analyst,Male,32,16,184152.3,4,66,27,No,4
EMP36502,Finance,Consultant,Female,35,29,91796.75,1,45,86,No,2
EMP36503,Finance,Consultant,Female,40,4,143583.31,1,65,46,No,5
EMP36504,HR,Executive,Female,53,22,60295.64,4,44,76,Yes,1
EMP36505,Sales,Developer,Female,23,13,133608.22,2,32,67,No,2
EMP36506,Marketing,Consultant,Female,41,29,45546.67,4,33,86,No,5
EMP36507,Finance,Analyst,Female,47,25,144503.85,3,53,15,No,5
EMP36508,IT,Manager,Female,59,19,142635.11,4,36,89,No,1
EMP36509,Sales,Analyst,Male,47,25,138456.13,5,33,37,No,3
EMP36510,IT,Analyst,Female,22,15,55015.46,4,62,41,No,3
EMP36511,Finance,Manager,Female,28,1,183779.74,2,62,17,No,2
EMP36512,IT,Manager,Male,31,24,180567.93,5,37,69,No,4
EMP36513,Finance,Analyst,Male,46,24,40123.59,5,55,65,No,5
EMP36514,HR,Analyst,Male,55,4,101906.18,5,49,44,No,3
EMP36515,Marketing,Executive,Male,58,8,186055.07,1,54,77,No,2
EMP36516,Sales,Analyst,Female,34,0,139046.17,1,65,73,No,4
EMP36517,IT,Developer,Male,27,20,28818.02,5,61,51,No,4
EMP36518,HR,Executive,Male,43,24,26970.62,5,53,87,Yes,2
EMP36519,IT,Developer,Female,32,16,161914.53,2,49,54,No,3
EMP36520,Finance,Manager,Female,26,7,61316.26,3,69,7,No,3
EMP36521,HR,Executive,Male,27,12,81014.45,3,52,60,No,2
EMP36522,Finance,Developer,Female,23,28,43605.75,5,43,86,Yes,2
EMP36523,Finance,Consultant,Male,27,16,82824.82,4,69,7,No,1
EMP36524,Finance,Executive,Male,28,21,150052.79,1,46,69,No,4
EMP36525,Marketing,Executive,Female,29,19,89378.51,2,41,98,No,3
EMP36526,Marketing,Analyst,Female,46,2,70175.89,1,49,28,No,1
EMP36527,HR,Manager,Female,59,3,114699.73,2,39,0,No,3
EMP36528,Sales,Analyst,Male,22,14,101625.98,1,58,63,No,2
EMP36529,HR,Analyst,Female,32,6,122766.62,4,37,35,No,3
EMP36530,Sales,Manager,Female,32,10,127116.66,1,58,98,No,5
EMP36531,IT,Manager,Male,43,14,47248.32,1,57,75,No,3
EMP36532,Finance,Analyst,Female,40,2,199408.84,2,57,92,Yes,5
EMP36533,Marketing,Developer,Female,44,2,134390.92,1,56,35,No,5
EMP36534,HR,Executive,Male,27,21,76527.9,3,55,98,No,5
EMP36535,IT,Consultant,Female,45,26,47265.59,1,60,55,No,2
EMP36536,HR,Analyst,Male,42,14,152352.54,3,69,33,No,5
EMP36537,Marketing,Manager,Male,43,5,95298.93,3,54,56,No,3
EMP36538,Marketing,Analyst,Male,32,18,56051.19,4,52,40,No,1
EMP36539,IT,Developer,Male,31,14,147137.66,3,68,24,No,3
EMP36540,Sales,Analyst,Female,58,13,100103.73,1,47,18,Yes,3
EMP36541,Marketing,Analyst,Female,50,18,197943.56,5,43,58,No,3
EMP36542,Sales,Manager,Male,31,29,173357.45,2,31,88,No,2
EMP36543,HR,Executive,Female,38,6,146178.67,1,46,66,No,3
EMP36544,IT,Manager,Female,50,18,59863.7,2,43,89,No,3
EMP36545,IT,Developer,Male,32,25,199889.21,4,58,14,No,1
EMP36546,IT,Manager,Male,26,15,128351.61,5,46,60,No,3
EMP36547,IT,Manager,Female,44,1,104316.15,3,45,80,No,4
EMP36548,HR,Analyst,Male,54,0,151011.08,2,62,0,No,2
EMP36549,Marketing,Consultant,Female,50,15,172083.56,3,44,72,No,2
EMP36550,HR,Consultant,Male,52,3,47417.17,3,63,61,No,2
EMP36551,Marketing,Manager,Female,22,8,131290.32,5,50,48,No,1
EMP36552,HR,Developer,Female,52,20,133212.38,3,35,61,Yes,4
EMP36553,Sales,Executive,Male,21,1,121486.83,5,61,36,No,2
EMP36554,Sales,Analyst,Male,51,18,48511.91,4,49,27,No,4
EMP36555,Sales,Analyst,Male,32,22,124808.98,5,46,67,Yes,2
EMP36556,HR,Consultant,Male,21,26,145981.13,1,37,23,No,3
EMP36557,HR,Consultant,Female,26,0,183977.15,2,37,81,No,4
EMP36558,Finance,Analyst,Male,58,4,155854.37,1,41,15,Yes,4
EMP36559,Sales,Developer,Male,23,8,79990.89,4,67,83,No,3
EMP36560,HR,Analyst,Female,38,27,145471.14,2,63,84,No,5
EMP36561,Sales,Developer,Female,46,17,25083.81,3,30,44,Yes,1
EMP36562,HR,Consultant,Female,53,18,126965.51,4,67,88,No,4
EMP36563,Marketing,Analyst,Male,31,8,98053.77,2,38,51,No,3
EMP36564,HR,Executive,Male,24,12,35458.38,2,43,81,Yes,5
EMP36565,Finance,Developer,Male,32,7,80277.59,2,45,41,No,5
EMP36566,HR,Consultant,Female,50,17,36271.07,4,38,17,No,4
EMP36567,Sales,Executive,Female,25,10,80419.24,2,39,35,Yes,2
EMP36568,Marketing,Developer,Male,28,24,69735.47,1,55,79,Yes,5
EMP36569,HR,Consultant,Female,36,26,55827.89,4,58,74,No,5
EMP36570,Sales,Consultant,Male,51,25,164401.78,4,44,57,No,4
EMP36571,Finance,Manager,Female,58,5,105305.6,5,48,10,No,4
EMP36572,Finance,Consultant,Female,25,27,154577.06,5,56,95,Yes,1
EMP36573,HR,Analyst,Female,23,20,81859.0,3,33,81,No,5
EMP36574,HR,Consultant,Male,42,29,92478.91,2,34,5,No,3
EMP36575,Sales,Analyst,Female,40,21,186280.05,5,47,33,Yes,4
EMP36576,IT,Consultant,Male,42,4,108083.37,5,65,28,No,2
EMP36577,HR,Executive,Male,46,23,50297.99,4,64,39,No,2
EMP36578,IT,Manager,Female,22,16,60315.35,2,68,21,No,3
EMP36579,Sales,Consultant,Male,58,13,57158.99,2,38,51,No,5
EMP36580,IT,Analyst,Male,31,2,153744.21,3,40,25,No,4
EMP36581,IT,Executive,Female,29,3,143620.05,2,57,97,No,2
EMP36582,Finance,Manager,Female,25,9,77304.96,5,31,92,No,2
EMP36583,Sales,Analyst,Male,35,19,57991.02,3,39,4,Yes,5
EMP36584,Sales,Analyst,Female,32,4,127398.29,3,64,34,No,4
EMP36585,IT,Manager,Female,58,25,138545.94,5,55,37,No,1
EMP36586,Marketing,Consultant,Male,22,9,97083.42,1,60,71,No,3
EMP36587,IT,Executive,Male,59,24,51936.85,1,37,20,No,3
EMP36588,Marketing,Consultant,Male,21,13,166432.62,4,40,49,No,3
EMP36589,IT,Executive,Male,39,9,162837.91,2,61,48,No,1
EMP36590,Finance,Executive,Male,45,14,179441.85,3,45,14,Yes,5
EMP36591,HR,Analyst,Female,42,25,170696.59,3,31,6,No,4
EMP36592,HR,Manager,Male,58,15,185289.43,2,42,94,No,2
EMP36593,HR,Manager,Female,45,3,97765.4,2,41,65,Yes,5
EMP36594,Marketing,Consultant,Male,28,25,84156.6,4,39,59,No,2
EMP36595,Sales,Consultant,Male,29,3,98823.2,5,49,2,No,1
EMP36596,Sales,Manager,Female,48,20,26738.36,5,65,0,No,2
EMP36597,Finance,Analyst,Female,23,26,91576.44,1,68,88,No,4
EMP36598,IT,Developer,Male,26,23,92688.0,2,35,74,No,2
EMP36599,HR,Manager,Male,47,20,106781.89,2,40,41,No,1
EMP36600,IT,Developer,Female,50,14,71032.09,5,45,82,No,5
EMP36601,Sales,Executive,Male,35,26,173654.17,4,31,76,No,2
EMP36602,IT,Developer,Female,36,27,120134.43,4,33,21,No,4
EMP36603,IT,Manager,Male,43,24,81679.79,2,49,6,No,3
EMP36604,Finance,Analyst,Female,25,27,102523.24,4,35,17,No,1
EMP36605,Sales,Consultant,Female,40,11,114835.15,4,36,55,No,3
EMP36606,Sales,Analyst,Female,23,8,41332.98,5,61,96,No,4
EMP36607,IT,Analyst,Male,22,16,75213.09,3,47,30,No,5
EMP36608,Sales,Consultant,Male,42,13,138275.02,5,52,96,No,5
EMP36609,Sales,Developer,Male,30,6,121918.58,1,32,54,Yes,5
EMP36610,HR,Consultant,Male,38,17,101701.93,5,41,55,No,5
EMP36611,IT,Consultant,Male,42,20,94957.47,5,44,9,No,2
EMP36612,IT,Developer,Male,27,19,27467.31,2,56,39,No,1
EMP36613,Sales,Developer,Male,21,7,126380.21,4,61,51,No,3
EMP36614,Sales,Developer,Male,55,25,69117.4,2,59,70,No,5
EMP36615,Sales,Manager,Female,54,24,88979.26,2,63,81,No,2
EMP36616,Sales,Manager,Female,28,29,25106.15,5,54,62,No,2
EMP36617,IT,Manager,Female,49,28,55683.63,4,46,82,No,1
EMP36618,Finance,Executive,Female,54,18,43897.63,5,53,93,No,3
EMP36619,Sales,Analyst,Female,46,23,64707.79,2,49,81,Yes,2
EMP36620,IT,Developer,Female,25,29,137060.07,4,48,18,Yes,1
EMP36621,HR,Manager,Male,44,19,184350.7,3,47,44,Yes,5
EMP36622,Finance,Executive,Male,57,25,190994.36,5,56,24,No,5
EMP36623,Finance,Analyst,Female,40,0,82702.59,4,67,12,No,4
EMP36624,HR,Consultant,Male,43,25,187873.02,2,51,36,No,5
EMP36625,Finance,Analyst,Female,27,3,148029.17,3,49,75,No,2
EMP36626,Finance,Manager,Male,21,16,98604.1,5,44,69,No,2
EMP36627,Marketing,Developer,Male,22,4,41677.34,2,69,88,No,2
EMP36628,Marketing,Consultant,Female,42,10,85388.85,4,55,75,No,3
EMP36629,Finance,Consultant,Male,53,5,29315.39,2,33,18,No,3
EMP36630,HR,Consultant,Male,43,7,98947.03,2,42,50,No,2
EMP36631,HR,Consultant,Male,38,9,155605.26,5,57,3,No,1
EMP36632,IT,Executive,Male,32,8,133202.65,2,69,61,No,3
EMP36633,Marketing,Developer,Female,53,1,91984.21,2,42,99,No,3
EMP36634,Sales,Analyst,Female,43,21,191124.16,1,62,63,No,5
EMP36635,Marketing,Analyst,Male,48,25,120087.15,5,53,48,No,5
EMP36636,IT,Consultant,Female,45,3,112823.24,1,59,0,No,4
EMP36637,HR,Consultant,Female,31,20,107676.79,4,32,57,No,3
EMP36638,Finance,Consultant,Female,57,3,173371.05,3,68,51,No,5
EMP36639,Finance,Consultant,Male,56,14,161212.89,3,52,13,No,2
EMP36640,HR,Consultant,Female,24,15,179653.69,4,32,56,Yes,4
EMP36641,Sales,Consultant,Male,47,28,30736.53,5,40,99,No,5
EMP36642,Finance,Consultant,Male,37,0,198829.91,3,41,33,No,4
EMP36643,Finance,Executive,Male,58,28,170481.56,5,49,43,No,1
EMP36644,HR,Executive,Female,28,15,173371.83,5,66,52,No,3
EMP36645,Sales,Manager,Female,36,12,98295.91,1,67,26,No,4
EMP36646,HR,Consultant,Female,56,24,114435.62,1,65,25,No,2
EMP36647,Finance,Analyst,Female,47,15,171916.58,2,50,97,No,4
EMP36648,Sales,Consultant,Male,32,1,120653.71,1,52,12,No,3
EMP36649,Marketing,Manager,Female,40,10,149711.62,5,34,58,No,3
EMP36650,IT,Developer,Female,43,0,158245.16,1,44,41,No,5
EMP36651,Finance,Analyst,Female,32,11,121466.45,5,59,82,No,4
EMP36652,Marketing,Executive,Male,55,27,168077.74,2,30,49,No,3
EMP36653,Sales,Executive,Male,53,1,153006.7,4,44,39,No,3
EMP36654,Sales,Manager,Female,52,7,106019.97,4,51,77,No,5
EMP36655,HR,Consultant,Female,46,28,114718.37,4,48,66,No,1
EMP36656,Finance,Analyst,Male,58,29,126486.6,4,61,12,No,2
EMP36657,Sales,Analyst,Female,52,24,48889.17,5,67,46,Yes,4
EMP36658,Sales,Consultant,Female,32,7,76442.25,3,52,81,No,2
EMP36659,IT,Executive,Male,34,28,122555.68,5,42,62,No,1
EMP36660,Sales,Analyst,Female,26,17,84218.69,3,60,36,No,2
EMP36661,IT,Manager,Female,40,6,109406.07,3,42,70,Yes,2
EMP36662,HR,Executive,Male,56,0,123592.18,4,39,89,Yes,4
EMP36663,IT,Consultant,Male,26,2,94552.97,4,53,71,No,5
EMP36664,IT,Manager,Male,37,29,20716.56,3,34,71,No,2
EMP36665,Finance,Manager,Female,35,29,71898.54,3,30,22,No,2
EMP36666,Finance,Manager,Male,52,1,145546.93,2,55,0,No,1
EMP36667,IT,Developer,Female,42,5,169663.5,3,31,83,No,4
EMP36668,Marketing,Consultant,Female,22,6,86703.12,2,59,25,No,3
EMP36669,Sales,Executive,Female,49,14,42984.14,2,58,3,No,1
EMP36670,Sales,Consultant,Female,53,1,155620.24,1,46,16,No,5
EMP36671,Finance,Executive,Female,50,27,190699.76,4,52,7,No,5
EMP36672,IT,Developer,Male,46,16,46692.5,2,63,70,No,1
EMP36673,Marketing,Executive,Male,33,18,97610.04,2,53,17,No,1
EMP36674,IT,Developer,Male,50,18,29139.35,5,33,50,No,1
EMP36675,Marketing,Developer,Female,35,6,39672.35,4,32,80,No,5
EMP36676,Sales,Manager,Female,50,5,109895.93,2,40,66,No,3
EMP36677,Finance,Consultant,Female,21,7,139171.02,3,34,31,No,4
EMP36678,Marketing,Developer,Male,48,8,188952.19,4,32,3,No,2
EMP36679,Sales,Consultant,Female,57,0,82661.62,5,41,22,No,2
EMP36680,Marketing,Analyst,Female,43,11,187931.89,1,45,67,No,5
EMP36681,Sales,Developer,Female,32,2,100167.56,5,51,56,Yes,2
EMP36682,IT,Consultant,Male,26,14,151945.31,5,68,69,No,2
EMP36683,HR,Executive,Male,56,13,57883.15,3,56,71,No,2
EMP36684,IT,Developer,Male,49,5,149640.83,4,42,59,No,5
EMP36685,Marketing,Consultant,Male,33,20,31798.29,3,54,27,No,3
EMP36686,Marketing,Developer,Female,39,17,184266.69,3,47,88,No,5
EMP36687,Sales,Manager,Female,28,22,133429.05,4,31,61,No,4
EMP36688,IT,Consultant,Female,21,25,26166.35,5,52,85,Yes,2
EMP36689,HR,Consultant,Male,47,19,99346.44,5,61,66,No,1
EMP36690,Marketing,Analyst,Female,41,23,43170.21,3,53,73,No,1
EMP36691,Marketing,Consultant,Male,58,20,102409.37,4,60,14,No,2
EMP36692,IT,Developer,Female,44,10,186268.69,1,36,31,No,3
EMP36693,Sales,Executive,Male,27,25,25527.41,4,30,29,No,1
EMP36694,IT,Executive,Male,48,20,40041.53,2,40,68,No,4
EMP36695,IT,Analyst,Female,37,12,44436.66,1,63,15,No,4
EMP36696,Sales,Analyst,Female,34,28,170416.79,5,35,34,Yes,3
EMP36697,Sales,Consultant,Male,46,13,133109.86,1,54,91,No,5
EMP36698,Finance,Consultant,Male,56,14,51908.05,5,57,2,No,5
EMP36699,Marketing,Executive,Female,30,21,198460.97,4,53,77,No,4
EMP36700,IT,Manager,Female,49,28,23153.76,2,45,32,No,1
EMP36701,IT,Manager,Female,22,3,130871.5,3,50,3,No,2
EMP36702,Finance,Consultant,Female,35,8,62465.32,4,32,34,No,3
EMP36703,Marketing,Consultant,Female,34,9,65994.04,1,44,98,No,3
EMP36704,Sales,Manager,Female,26,6,87514.54,4,31,97,Yes,4
EMP36705,Marketing,Manager,Male,21,28,147139.53,5,45,29,No,5
EMP36706,Finance,Manager,Male,45,12,128148.39,2,42,90,No,2
EMP36707,Finance,Executive,Male,49,7,31135.08,2,49,66,No,5
EMP36708,HR,Manager,Female,55,16,138283.91,1,38,89,Yes,4
EMP36709,Finance,Executive,Female,54,16,188996.7,4,45,14,No,1
EMP36710,HR,Developer,Male,32,20,114859.03,5,64,21,Yes,3
EMP36711,Finance,Manager,Male,21,24,138474.14,5,47,26,No,2
EMP36712,Sales,Manager,Female,35,23,54238.99,3,41,57,Yes,3
EMP36713,Sales,Developer,Male,48,15,139155.81,2,64,15,No,2
EMP36714,Sales,Developer,Male,34,3,121358.76,4,36,95,No,3
EMP36715,Sales,Executive,Male,22,6,58300.81,1,31,94,No,1
EMP36716,IT,Manager,Female,32,5,108844.5,5,42,4,Yes,1
EMP36717,IT,Developer,Male,27,21,165800.81,4,61,96,No,1
EMP36718,Sales,Manager,Female,50,27,128338.98,2,58,18,No,2
EMP36719,HR,Manager,Male,40,23,101234.43,4,52,38,No,3
EMP36720,HR,Consultant,Female,56,27,38045.59,2,37,66,No,1
EMP36721,HR,Consultant,Female,48,10,97742.74,2,39,99,Yes,2
EMP36722,Sales,Analyst,Female,33,18,194477.43,3,59,89,No,1
EMP36723,Sales,Analyst,Male,51,27,199658.82,2,55,80,No,1
EMP36724,HR,Executive,Female,37,10,39039.03,2,68,90,No,1
EMP36725,IT,Manager,Male,44,22,106166.43,3,66,60,Yes,5
EMP36726,Sales,Manager,Male,38,25,99134.64,2,35,82,Yes,1
EMP36727,IT,Executive,Female,56,2,198616.23,4,49,49,No,5
EMP36728,Marketing,Developer,Male,55,27,38827.56,2,38,16,Yes,2
EMP36729,IT,Developer,Female,22,7,128790.62,5,61,87,No,2
EMP36730,Finance,Executive,Female,55,18,31624.84,4,41,98,No,4
EMP36731,HR,Developer,Female,36,19,31599.3,5,57,14,Yes,2
EMP36732,Marketing,Executive,Male,38,27,119458.04,2,34,45,No,4
EMP36733,IT,Analyst,Male,28,9,79374.03,2,32,55,No,4
EMP36734,Finance,Consultant,Female,23,6,38315.03,4,47,73,Yes,5
EMP36735,HR,Analyst,Female,44,1,194953.6,2,62,94,No,1
EMP36736,Finance,Analyst,Male,47,25,162980.91,4,31,35,No,4
EMP36737,Marketing,Analyst,Female,35,20,87409.25,2,42,84,No,2
EMP36738,IT,Consultant,Male,27,27,77248.48,3,58,71,No,4
EMP36739,Finance,Executive,Male,39,5,25740.53,4,68,37,No,4
EMP36740,Finance,Analyst,Female,47,15,142120.76,3,54,91,No,1
EMP36741,IT,Analyst,Male,33,23,163694.69,5,41,95,No,4
EMP36742,Sales,Analyst,Female,34,11,36772.4,3,44,72,No,2
EMP36743,HR,Consultant,Male,56,20,150036.3,2,40,49,Yes,5
EMP36744,HR,Manager,Female,36,20,50606.84,3,30,97,No,3
EMP36745,Marketing,Executive,Female,32,17,167987.0,5,32,95,No,1
EMP36746,IT,Manager,Female,23,23,143697.99,3,34,35,No,3
EMP36747,Finance,Consultant,Male,34,21,109348.52,1,54,19,No,3
EMP36748,IT,Analyst,Female,35,19,199873.17,2,43,50,No,1
EMP36749,Finance,Consultant,Female,53,14,183144.29,4,68,16,Yes,2
EMP36750,IT,Consultant,Female,30,17,123865.02,4,49,58,No,2
EMP36751,Marketing,Analyst,Female,22,19,78463.75,3,33,51,No,2
EMP36752,Marketing,Developer,Female,31,19,176113.56,5,31,26,Yes,4
EMP36753,Sales,Developer,Male,33,6,194557.05,3,54,18,No,3
EMP36754,IT,Developer,Male,41,13,139189.49,4,30,30,No,1
EMP36755,Marketing,Analyst,Male,32,12,67299.59,1,59,92,No,5
EMP36756,Sales,Executive,Female,49,10,187765.1,2,54,90,No,2
EMP36757,Sales,Analyst,Female,44,11,153131.4,1,54,31,Yes,3
EMP36758,IT,Executive,Male,32,14,112994.77,4,32,88,Yes,3
EMP36759,HR,Executive,Male,49,16,33404.06,2,30,67,No,1
EMP36760,Marketing,Consultant,Male,46,20,40826.58,4,52,88,No,5
EMP36761,Marketing,Developer,Female,21,19,26900.8,5,33,54,No,2
EMP36762,HR,Developer,Male,42,25,110897.28,3,42,58,No,1
EMP36763,Marketing,Manager,Male,48,13,60705.9,2,60,70,No,1
EMP36764,Marketing,Developer,Male,27,4,67808.83,4,47,2,Yes,1
EMP36765,Finance,Developer,Female,56,4,74381.43,3,51,35,No,5
EMP36766,Marketing,Executive,Female,40,14,157537.47,3,56,28,No,4
EMP36767,Sales,Developer,Male,47,1,199643.49,5,30,39,No,2
EMP36768,Sales,Manager,Female,54,21,27546.12,4,38,94,No,5
EMP36769,IT,Consultant,Female,37,1,162857.98,3,49,43,Yes,3
EMP36770,IT,Consultant,Male,25,6,170535.94,2,46,7,No,4
EMP36771,Sales,Manager,Female,35,19,28146.48,2,47,26,No,2
EMP36772,Marketing,Consultant,Female,41,3,124757.58,1,35,64,Yes,3
EMP36773,Marketing,Executive,Female,30,9,97771.65,4,56,94,No,3
EMP36774,Marketing,Executive,Female,49,28,76201.74,1,48,8,No,5
EMP36775,Finance,Developer,Female,45,2,180188.27,3,55,77,No,4
EMP36776,Finance,Developer,Female,51,28,25612.2,3,40,35,No,5
EMP36777,HR,Executive,Female,50,18,160230.01,2,65,84,No,4
EMP36778,Finance,Executive,Female,49,13,74557.85,4,65,1,No,5
EMP36779,Marketing,Analyst,Female,26,8,56631.36,4,41,30,No,2
EMP36780,Sales,Developer,Male,32,22,33892.63,4,44,94,No,5
EMP36781,Marketing,Consultant,Male,39,12,128044.68,4,55,95,Yes,4
EMP36782,HR,Consultant,Male,42,2,143965.12,2,49,39,No,5
EMP36783,IT,Executive,Male,27,14,128035.51,2,53,92,No,5
EMP36784,Marketing,Consultant,Female,28,27,172832.57,5,38,52,No,3
EMP36785,Sales,Manager,Female,33,10,114752.09,3,37,76,No,5
EMP36786,IT,Developer,Male,41,15,33870.31,2,42,32,No,2
EMP36787,HR,Executive,Female,35,10,70923.05,3,50,51,No,5
EMP36788,Finance,Analyst,Female,49,7,153522.27,2,64,20,Yes,3
EMP36789,Sales,Manager,Female,56,20,20782.44,2,46,88,No,5
EMP36790,Sales,Analyst,Female,39,21,88978.81,4,60,45,No,2
EMP36791,IT,Consultant,Male,46,18,121479.41,3,51,58,No,4
EMP36792,Marketing,Manager,Female,54,11,37424.57,4,53,58,No,5
EMP36793,Marketing,Analyst,Female,39,27,87041.12,4,62,35,Yes,3
EMP36794,Sales,Manager,Male,50,1,115642.18,5,39,52,No,4
EMP36795,HR,Manager,Female,45,17,81693.96,1,34,82,No,3
EMP36796,IT,Manager,Male,29,18,148741.74,3,65,91,No,3
EMP36797,Sales,Developer,Male,54,12,128774.09,5,33,47,No,4
EMP36798,Finance,Consultant,Female,53,14,161056.91,4,56,73,No,1
EMP36799,IT,Manager,Male,35,2,84268.48,2,46,42,Yes,2
EMP36800,Sales,Executive,Female,29,2,173723.81,3,66,14,No,5
EMP36801,HR,Analyst,Female,30,1,67275.21,4,32,45,No,2
EMP36802,Marketing,Consultant,Female,28,25,66013.09,2,59,96,No,1
EMP36803,Marketing,Developer,Male,34,10,161503.81,5,51,26,No,2
EMP36804,Marketing,Developer,Female,40,18,180555.33,4,41,99,No,1
EMP36805,IT,Manager,Female,27,19,173184.92,4,43,15,Yes,3
EMP36806,Finance,Executive,Male,29,24,165990.58,4,56,33,No,3
EMP36807,IT,Developer,Male,25,9,29002.19,4,57,71,No,3
EMP36808,IT,Consultant,Male,25,7,26798.08,2,39,43,No,4
EMP36809,Finance,Executive,Female,22,25,106631.55,4,66,53,No,4
EMP36810,Marketing,Analyst,Male,28,26,91177.27,1,61,0,No,3
EMP36811,IT,Manager,Female,41,14,130770.03,5,41,30,No,4
EMP36812,Finance,Consultant,Female,38,28,174452.29,5,66,27,No,1
EMP36813,IT,Consultant,Female,46,8,118784.74,1,40,74,No,2
EMP36814,Sales,Executive,Male,29,21,109689.17,3,35,20,No,3
EMP36815,HR,Developer,Female,51,6,50972.83,4,63,43,No,1
EMP36816,IT,Developer,Male,48,29,87791.81,4,50,74,Yes,5
EMP36817,Marketing,Consultant,Female,55,7,38663.59,5,33,63,Yes,4
EMP36818,Sales,Manager,Male,28,9,30428.47,5,36,62,No,3
EMP36819,Marketing,Analyst,Male,40,27,87485.34,5,55,1,No,5
EMP36820,IT,Analyst,Male,31,4,113597.61,1,38,12,No,5
EMP36821,Sales,Consultant,Female,25,17,49576.17,2,54,92,No,1
EMP36822,Sales,Analyst,Male,29,17,182951.29,2,36,43,No,2
EMP36823,HR,Consultant,Male,33,25,175595.15,4,68,76,No,3
EMP36824,HR,Analyst,Male,56,29,133277.03,5,32,2,No,1
EMP36825,IT,Executive,Female,28,3,179277.74,1,64,66,No,3
EMP36826,Finance,Executive,Male,35,5,155970.11,1,60,2,No,2
EMP36827,HR,Developer,Male,54,10,62991.53,4,33,98,No,4
EMP36828,Finance,Developer,Male,59,14,46177.89,1,31,15,No,5
EMP36829,Marketing,Executive,Male,31,0,176845.63,3,44,61,No,4
EMP36830,Finance,Analyst,Female,49,2,145317.36,1,56,71,No,4
EMP36831,HR,Manager,Female,39,1,76478.03,2,35,24,No,5
EMP36832,Sales,Manager,Male,52,17,179902.09,5,47,0,No,5
EMP36833,Marketing,Manager,Female,51,7,100554.29,3,35,79,No,4
EMP36834,Finance,Executive,Female,50,5,21416.78,2,57,52,No,3
EMP36835,IT,Executive,Female,22,18,67768.91,3,64,29,Yes,4
EMP36836,Marketing,Executive,Female,36,7,103432.96,5,66,78,Yes,1
EMP36837,Finance,Manager,Male,50,26,24149.5,4,57,35,No,1
EMP36838,HR,Developer,Female,30,28,111408.78,3,69,64,No,1
EMP36839,Sales,Analyst,Female,59,12,180108.31,1,60,27,No,3
EMP36840,Finance,Executive,Female,42,20,20311.32,2,36,38,No,2
EMP36841,Sales,Consultant,Male,34,4,127770.56,2,52,90,No,1
EMP36842,Finance,Consultant,Female,28,23,119470.53,4,36,83,No,4
EMP36843,Marketing,Executive,Female,33,17,181435.39,4,53,32,No,1
EMP36844,Marketing,Manager,Male,44,20,37842.59,2,52,83,No,2
EMP36845,Finance,Developer,Male,54,13,120443.46,3,60,8,No,1
EMP36846,IT,Executive,Male,35,9,193062.91,5,51,59,No,3
EMP36847,Marketing,Developer,Female,29,0,59497.68,4,68,72,No,4
EMP36848,Sales,Analyst,Male,37,15,162219.04,1,66,49,No,1
EMP36849,IT,Manager,Female,49,13,124937.2,5,42,69,No,2
EMP36850,Marketing,Manager,Male,43,5,180205.25,5,31,2,No,2
EMP36851,Marketing,Developer,Female,54,0,168054.92,4,66,6,No,5
EMP36852,Finance,Developer,Male,51,14,111988.58,1,38,52,No,4
EMP36853,Sales,Executive,Female,22,9,52744.06,3,65,24,No,2
EMP36854,HR,Developer,Male,54,16,128561.77,5,30,71,No,1
EMP36855,HR,Analyst,Female,56,29,54316.01,3,69,91,No,3
EMP36856,Marketing,Consultant,Female,21,3,154934.41,1,37,92,No,2
EMP36857,Sales,Consultant,Male,36,8,160001.3,2,31,15,Yes,3
EMP36858,Marketing,Developer,Male,33,14,57833.46,1,52,56,No,5
EMP36859,Sales,Executive,Male,23,24,160985.87,1,32,50,No,5
EMP36860,HR,Consultant,Female,54,5,179240.89,5,44,67,Yes,1
EMP36861,Finance,Analyst,Male,29,9,105679.54,5,55,52,No,1
EMP36862,Marketing,Analyst,Female,50,27,20859.85,1,51,80,No,4
EMP36863,Finance,Manager,Male,58,13,49159.81,4,51,71,No,3
EMP36864,Marketing,Developer,Male,46,14,199665.34,4,47,11,Yes,2
EMP36865,HR,Analyst,Male,51,18,72850.98,2,65,3,No,4
EMP36866,HR,Manager,Female,34,7,128023.08,4,38,29,Yes,4
EMP36867,IT,Developer,Male,41,6,51773.42,3,57,55,No,2
EMP36868,HR,Analyst,Male,42,22,46443.1,5,59,67,No,2
EMP36869,Sales,Manager,Female,41,10,145172.37,4,57,62,No,2
EMP36870,Sales,Executive,Male,43,29,122480.87,5,47,44,No,1
EMP36871,Finance,Consultant,Female,58,13,128515.34,1,39,84,No,5
EMP36872,Finance,Manager,Female,21,4,29343.6,5,66,76,No,1
EMP36873,Sales,Developer,Female,24,8,46610.68,3,44,69,No,4
EMP36874,HR,Manager,Female,52,15,158611.85,1,66,66,No,5
EMP36875,HR,Executive,Male,24,0,101964.4,4,30,61,No,2
EMP36876,IT,Consultant,Male,42,1,165826.77,5,57,54,No,2
EMP36877,Finance,Executive,Male,41,29,78015.69,5,59,22,Yes,4
EMP36878,HR,Executive,Male,55,11,109088.67,4,47,34,No,1
EMP36879,Finance,Analyst,Male,43,11,179593.15,1,56,25,No,4
