Session_ID,Visit_Date,Traffic_Source,Device_Type,Product_Category,Pages_Viewed,Time_Spent_Minutes,Added_To_Cart,Purchase_Made,Order_Value,Customer_Country,Customer_Age
SES044079,2024-04-05,Google,Tablet,Sports,4,100.32,Yes,No,21995.54,Germany,54
SES044080,2025-12-14,Instagram,Desktop,Sports,2,78.14,Yes,Yes,28258.14,Bangladesh,43
SES044081,2024-03-19,Direct,Tablet,Fashion,14,38.76,No,Yes,19232.04,India,58
SES044082,2024-06-03,Direct,Tablet,Electronics,6,79.45,No,No,4535.12,Germany,39
SES044083,2023-07-25,Facebook,Mobile,Home,29,3.8,Yes,No,14248.96,India,57
SES044084,2025-11-19,Direct,Desktop,Beauty,28,96.77,Yes,No,1493.83,USA,23
SES044085,2025-07-06,Google,Tablet,Home,28,58.17,No,Yes,8219.66,USA,60
SES044086,2022-05-24,Instagram,Tablet,Beauty,1,80.02,Yes,Yes,24560.73,USA,24
SES044087,2022-01-05,Google,Tablet,Sports,17,101.05,No,No,29637.58,India,55
SES044088,2024-07-11,Google,Mobile,Beauty,24,110.18,Yes,No,8388.55,Bangladesh,58
SES044089,2022-02-09,Google,Tablet,Sports,7,13.76,Yes,No,28652.11,Canada,39
SES044090,2024-08-25,YouTube,Desktop,Fashion,13,54.48,Yes,No,6093.02,Germany,42
SES044091,2025-10-11,Facebook,Mobile,Home,13,79.86,Yes,No,26732.94,USA,28
SES044092,2022-10-03,YouTube,Mobile,Electronics,28,80.0,No,No,4351.98,Canada,35
SES044093,2025-09-06,Direct,Desktop,Fashion,16,24.35,Yes,No,15482.68,Germany,21
SES044094,2025-06-30,Direct,Desktop,Electronics,6,8.85,Yes,Yes,1493.78,India,57
SES044095,2025-04-27,Instagram,Mobile,Electronics,27,93.58,Yes,No,15020.26,USA,47
SES044096,2023-04-23,YouTube,Desktop,Home,9,11.94,No,No,8329.84,India,30
SES044097,2023-04-13,Instagram,Mobile,Home,9,101.99,Yes,Yes,13970.65,Germany,33
SES044098,2022-04-01,Google,Tablet,Beauty,13,28.66,Yes,No,9615.62,Bangladesh,64
SES044099,2022-11-17,YouTube,Mobile,Electronics,4,17.86,No,No,27061.84,Canada,62
SES044100,2024-06-20,Instagram,Desktop,Electronics,24,81.33,No,Yes,1630.22,India,22
SES044101,2025-08-15,Instagram,Mobile,Fashion,22,105.14,No,No,10364.39,Bangladesh,39
SES044102,2024-11-21,Google,Tablet,Electronics,7,64.19,No,No,5334.19,USA,43
SES044103,2025-01-19,Direct,Desktop,Home,29,103.99,No,No,19402.27,Germany,54
SES044104,2023-06-25,Google,Mobile,Fashion,11,12.31,No,Yes,18984.36,India,43
SES044105,2022-07-04,Facebook,Desktop,Beauty,19,83.32,No,No,27250.5,Bangladesh,58
SES044106,2022-12-20,Direct,Tablet,Sports,1,45.52,Yes,Yes,3134.59,Germany,60
SES044107,2024-01-23,YouTube,Mobile,Electronics,6,95.46,Yes,Yes,10671.66,Bangladesh,57
SES044108,2022-08-13,Facebook,Desktop,Fashion,28,53.54,No,No,22522.2,Germany,18
SES044109,2024-01-09,Instagram,Desktop,Home,3,64.07,No,Yes,16761.65,USA,57
SES044110,2024-06-07,Direct,Tablet,Fashion,28,18.08,Yes,No,1965.16,Bangladesh,64
SES044111,2024-12-24,YouTube,Desktop,Beauty,13,28.3,No,No,7486.16,Canada,36
SES044112,2025-02-09,Instagram,Desktop,Fashion,8,25.84,No,Yes,22102.61,USA,32
SES044113,2025-01-24,Facebook,Tablet,Home,21,1.18,Yes,No,11141.75,Canada,64
SES044114,2022-05-27,YouTube,Tablet,Electronics,7,15.41,Yes,No,29333.86,USA,34
SES044115,2025-05-30,YouTube,Tablet,Home,12,8.55,Yes,Yes,23441.26,Canada,31
SES044116,2022-05-14,Facebook,Desktop,Home,2,24.64,No,No,10655.95,India,49
SES044117,2023-02-25,Instagram,Mobile,Beauty,6,62.55,Yes,No,28744.62,USA,57
SES044118,2022-10-17,Google,Tablet,Home,17,100.56,Yes,No,14628.47,Bangladesh,61
SES044119,2023-04-16,Instagram,Mobile,Beauty,25,72.02,No,No,14438.54,Germany,38
SES044120,2024-01-31,YouTube,Mobile,Sports,7,69.62,No,No,5128.14,India,22
SES044121,2023-02-17,YouTube,Tablet,Electronics,23,23.62,Yes,Yes,7754.71,USA,27
SES044122,2025-02-14,Google,Mobile,Beauty,10,79.08,Yes,No,16381.98,Canada,49
SES044123,2024-07-16,YouTube,Mobile,Electronics,8,78.42,Yes,No,8799.49,Bangladesh,33
SES044124,2024-11-14,Google,Mobile,Fashion,18,50.57,Yes,No,5627.57,Germany,50
SES044125,2025-07-21,Facebook,Tablet,Beauty,9,64.21,Yes,No,27695.5,India,56
SES044126,2024-11-05,Direct,Tablet,Sports,22,31.91,Yes,Yes,21085.78,Germany,31
SES044127,2024-01-29,Instagram,Desktop,Sports,15,69.13,No,Yes,28408.45,Bangladesh,50
SES044128,2022-07-19,Direct,Desktop,Home,19,5.87,No,No,20849.37,Canada,23
SES044129,2023-07-14,Google,Desktop,Fashion,10,78.79,Yes,No,7438.81,Bangladesh,41
SES044130,2025-02-13,Google,Mobile,Home,11,88.67,No,No,11970.07,Canada,28
SES044131,2023-02-25,Instagram,Tablet,Home,10,1.42,No,Yes,1499.08,Germany,41
SES044132,2023-02-06,Instagram,Mobile,Fashion,15,15.2,Yes,No,10214.66,Canada,18
SES044133,2024-11-30,YouTube,Tablet,Home,10,68.92,Yes,No,5866.51,Canada,43
SES044134,2025-01-20,Instagram,Mobile,Home,26,32.66,Yes,No,15073.84,Bangladesh,30
SES044135,2022-04-23,Direct,Desktop,Beauty,15,48.04,Yes,No,29071.81,India,57
SES044136,2025-09-18,Facebook,Tablet,Electronics,25,2.81,No,Yes,7894.41,Bangladesh,34
SES044137,2025-10-02,Google,Mobile,Beauty,21,20.99,Yes,Yes,26805.19,Canada,60
SES044138,2025-04-19,Instagram,Mobile,Electronics,6,5.61,No,Yes,7588.38,Germany,63
SES044139,2023-11-07,Direct,Tablet,Beauty,17,68.31,Yes,No,14533.13,Bangladesh,40
SES044140,2024-01-10,Direct,Desktop,Electronics,18,100.57,Yes,No,18389.14,Bangladesh,42
SES044141,2025-01-19,Instagram,Mobile,Electronics,13,68.61,Yes,No,17584.32,Canada,24
SES044142,2022-10-17,YouTube,Mobile,Sports,7,25.8,Yes,No,11876.18,Germany,49
SES044143,2022-10-17,Instagram,Desktop,Fashion,28,78.71,No,No,23022.93,Bangladesh,27
SES044144,2024-12-24,Facebook,Mobile,Home,1,86.5,No,Yes,23380.63,Bangladesh,23
SES044145,2025-04-14,Instagram,Desktop,Electronics,24,51.97,No,Yes,20567.05,Germany,56
SES044146,2024-11-21,Google,Desktop,Sports,22,83.9,Yes,No,174.88,USA,38
SES044147,2025-07-11,Direct,Mobile,Sports,19,94.65,No,Yes,28481.47,Germany,30
SES044148,2022-11-26,Direct,Desktop,Home,24,95.45,No,No,16129.73,India,55
SES044149,2025-07-29,Facebook,Tablet,Sports,15,54.41,No,Yes,29526.17,Canada,44
SES044150,2022-05-15,YouTube,Desktop,Beauty,4,65.57,No,Yes,11104.64,Bangladesh,30
SES044151,2023-06-23,Google,Tablet,Home,29,55.47,Yes,No,4989.8,USA,48
SES044152,2024-03-15,Google,Tablet,Electronics,7,84.48,No,No,19853.14,Germany,24
SES044153,2025-04-26,Instagram,Desktop,Sports,26,37.85,No,No,3266.45,Canada,55
SES044154,2025-01-20,Direct,Desktop,Fashion,3,34.55,No,No,24138.87,Bangladesh,47
SES044155,2023-12-23,Google,Tablet,Sports,29,84.48,Yes,No,13179.41,Canada,35
SES044156,2025-09-02,YouTube,Tablet,Beauty,2,20.26,No,No,26141.67,Bangladesh,28
SES044157,2023-11-25,Direct,Mobile,Fashion,27,28.56,Yes,Yes,14637.02,Bangladesh,57
SES044158,2025-02-25,YouTube,Tablet,Electronics,9,93.6,Yes,No,23494.75,Bangladesh,51
SES044159,2022-11-03,YouTube,Tablet,Sports,18,103.55,No,Yes,22155.15,India,62
SES044160,2025-10-31,Instagram,Tablet,Sports,11,103.25,No,Yes,16185.03,Bangladesh,27
SES044161,2024-12-10,Facebook,Mobile,Beauty,29,35.32,No,No,25079.12,Canada,27
SES044162,2022-01-17,Google,Desktop,Sports,17,28.35,No,Yes,5199.14,Bangladesh,45
SES044163,2022-07-23,Direct,Desktop,Fashion,10,115.69,No,No,27512.88,Germany,30
SES044164,2024-07-05,Direct,Tablet,Sports,19,118.64,Yes,Yes,10467.19,India,42
SES044165,2025-10-05,Direct,Tablet,Beauty,10,6.22,No,No,18571.85,Canada,59
SES044166,2022-10-02,Instagram,Mobile,Home,1,110.27,Yes,No,6379.47,USA,63
SES044167,2023-09-05,YouTube,Tablet,Sports,10,26.34,Yes,No,10321.75,USA,63
SES044168,2022-05-09,Google,Tablet,Fashion,7,51.47,Yes,Yes,9461.15,Canada,44
SES044169,2025-03-18,Google,Mobile,Beauty,28,108.93,Yes,No,14459.53,Canada,56
SES044170,2024-11-05,YouTube,Tablet,Sports,19,75.21,No,No,24051.43,Germany,35
SES044171,2025-08-18,YouTube,Mobile,Fashion,16,89.74,Yes,No,14352.87,India,64
SES044172,2024-11-29,Direct,Tablet,Fashion,18,8.17,No,No,2021.22,Bangladesh,47
SES044173,2024-02-10,Direct,Tablet,Beauty,22,31.28,Yes,No,1054.32,USA,45
SES044174,2024-04-30,Google,Tablet,Home,12,69.11,Yes,No,15723.23,Bangladesh,25
SES044175,2022-09-08,YouTube,Mobile,Home,24,21.79,No,Yes,10582.25,Canada,26
SES044176,2025-09-07,Facebook,Tablet,Home,27,3.5,Yes,Yes,7852.02,Germany,24
SES044177,2022-12-02,YouTube,Tablet,Home,22,93.44,Yes,No,18296.57,India,20
SES044178,2023-01-11,YouTube,Desktop,Fashion,7,105.06,Yes,No,5733.12,Bangladesh,25
SES044179,2024-03-24,Direct,Desktop,Fashion,27,49.43,No,No,9824.16,India,57
SES044180,2023-01-18,YouTube,Tablet,Beauty,27,62.68,No,Yes,27270.59,Germany,35
SES044181,2024-04-22,Facebook,Mobile,Home,13,56.36,Yes,No,14103.17,USA,53
SES044182,2023-11-22,Google,Desktop,Beauty,12,42.86,No,No,10821.87,India,39
SES044183,2023-07-24,Direct,Desktop,Electronics,8,73.87,No,No,7477.83,USA,56
SES044184,2024-11-16,Google,Tablet,Sports,18,9.02,No,Yes,26654.78,Bangladesh,56
SES044185,2024-02-15,Facebook,Tablet,Fashion,6,5.12,No,No,17519.68,Canada,57
SES044186,2025-02-20,Instagram,Mobile,Fashion,8,110.59,Yes,Yes,27417.24,Canada,46
SES044187,2023-09-26,YouTube,Tablet,Fashion,10,29.79,No,Yes,16498.38,Germany,56
SES044188,2024-10-08,Instagram,Tablet,Electronics,8,78.77,Yes,Yes,22599.58,Germany,62
SES044189,2024-02-18,Instagram,Mobile,Beauty,22,45.59,Yes,No,14051.58,Germany,56
SES044190,2025-04-07,Facebook,Tablet,Home,23,50.33,Yes,No,4971.58,Germany,21
SES044191,2023-11-15,Google,Tablet,Sports,7,99.25,Yes,Yes,24782.61,India,51
SES044192,2025-12-18,Facebook,Desktop,Beauty,21,97.57,Yes,Yes,21932.06,USA,18
SES044193,2025-03-24,Facebook,Mobile,Beauty,29,70.65,Yes,No,27086.15,Germany,56
SES044194,2023-02-13,Google,Tablet,Home,15,6.87,No,Yes,27521.79,Bangladesh,51
SES044195,2023-05-31,Facebook,Desktop,Home,23,58.73,No,No,14476.66,Canada,29
SES044196,2025-08-03,Instagram,Mobile,Sports,7,16.09,Yes,Yes,1167.65,USA,27
SES044197,2022-02-12,Direct,Tablet,Electronics,28,7.0,No,No,11383.08,India,64
SES044198,2025-06-05,Instagram,Desktop,Beauty,4,109.75,No,No,19962.98,Bangladesh,51
SES044199,2023-05-16,Google,Tablet,Beauty,27,87.95,No,No,16733.59,Canada,64
SES044200,2023-10-09,Google,Desktop,Sports,4,1.27,Yes,Yes,12812.29,Canada,61
SES044201,2025-08-29,Facebook,Mobile,Sports,23,69.16,Yes,No,1852.45,Bangladesh,28
SES044202,2025-10-21,YouTube,Desktop,Beauty,7,108.6,Yes,Yes,12486.07,Germany,18
SES044203,2024-05-09,Facebook,Tablet,Sports,25,54.84,No,No,23439.17,USA,61
SES044204,2022-09-13,Google,Tablet,Electronics,26,14.3,Yes,No,12285.26,USA,45
SES044205,2023-04-11,Facebook,Tablet,Beauty,26,41.11,No,No,26708.34,Canada,38
SES044206,2024-02-22,Instagram,Tablet,Electronics,2,98.72,Yes,No,13183.73,India,63
SES044207,2022-06-28,Instagram,Desktop,Home,13,38.57,Yes,Yes,23492.88,Bangladesh,26
SES044208,2023-12-04,Direct,Desktop,Beauty,9,115.72,No,No,12358.16,Germany,27
SES044209,2023-01-03,Direct,Tablet,Beauty,20,106.56,Yes,Yes,20623.19,Canada,35
SES044210,2024-09-14,Instagram,Mobile,Beauty,15,81.84,No,No,14914.87,Germany,61
SES044211,2023-07-09,YouTube,Desktop,Sports,6,55.06,Yes,Yes,5594.41,Germany,36
SES044212,2024-02-22,Direct,Mobile,Beauty,3,44.89,Yes,No,9929.97,India,44
SES044213,2023-10-24,Facebook,Tablet,Home,23,95.58,No,No,18443.67,Canada,56
SES044214,2024-12-21,Instagram,Mobile,Beauty,4,113.26,No,No,26438.61,India,57
SES044215,2023-08-17,Facebook,Tablet,Fashion,25,14.86,No,No,19418.08,Canada,45
SES044216,2024-06-09,Direct,Tablet,Fashion,3,47.1,No,No,5887.7,Bangladesh,19
SES044217,2022-10-16,Instagram,Tablet,Fashion,17,31.02,Yes,No,22481.4,India,52
SES044218,2025-11-03,Facebook,Desktop,Sports,10,71.15,No,No,29307.63,Canada,61
SES044219,2024-10-23,YouTube,Mobile,Beauty,27,30.47,No,Yes,27743.64,USA,59
SES044220,2022-12-30,YouTube,Mobile,Beauty,17,13.09,No,No,15020.09,Bangladesh,63
SES044221,2022-12-11,Google,Desktop,Home,11,88.63,No,No,6207.13,Canada,58
SES044222,2025-08-07,Direct,Mobile,Home,13,16.2,Yes,Yes,24842.6,India,46
SES044223,2023-05-21,Google,Desktop,Fashion,16,32.15,Yes,Yes,23592.67,India,27
SES044224,2022-12-08,Google,Mobile,Electronics,1,20.93,Yes,No,17244.72,Bangladesh,26
SES044225,2025-07-08,YouTube,Mobile,Sports,10,54.41,Yes,No,7737.75,USA,42
SES044226,2025-09-28,Google,Tablet,Sports,2,55.72,No,Yes,29072.36,Germany,30
SES044227,2024-08-29,YouTube,Mobile,Electronics,2,28.52,No,No,29076.77,USA,51
SES044228,2023-04-07,Google,Mobile,Electronics,23,11.44,No,Yes,397.46,Canada,34
SES044229,2024-04-15,Google,Mobile,Sports,2,44.25,No,Yes,9971.49,India,21
SES044230,2023-09-09,Direct,Tablet,Beauty,13,47.41,Yes,Yes,22886.29,Canada,21
SES044231,2024-03-23,Facebook,Desktop,Beauty,15,70.79,No,No,19981.09,Bangladesh,46
SES044232,2023-07-27,Instagram,Mobile,Fashion,6,22.86,Yes,Yes,15427.4,India,35
SES044233,2024-03-22,Direct,Mobile,Home,11,102.32,Yes,Yes,4018.49,India,20
SES044234,2023-05-07,YouTube,Mobile,Electronics,24,78.23,No,No,892.62,USA,42
SES044235,2022-05-07,Google,Mobile,Home,25,42.11,No,No,26258.84,Bangladesh,41
SES044236,2025-08-09,Google,Mobile,Electronics,22,12.93,No,Yes,274.78,Canada,41
SES044237,2025-01-22,Google,Mobile,Electronics,12,112.24,No,No,8932.9,India,18
SES044238,2022-09-03,YouTube,Mobile,Home,19,8.7,No,Yes,18906.37,India,23
SES044239,2024-10-18,Google,Mobile,Home,15,37.64,Yes,No,3995.95,India,35
SES044240,2023-06-18,Google,Mobile,Home,4,67.79,No,No,11642.39,USA,47
SES044241,2023-04-27,Direct,Mobile,Home,11,98.65,Yes,No,4060.65,Bangladesh,45
SES044242,2025-11-03,Instagram,Tablet,Sports,10,83.34,Yes,No,10985.68,Germany,44
SES044243,2023-04-06,Direct,Tablet,Sports,6,85.65,No,No,4881.43,Germany,46
SES044244,2025-04-17,YouTube,Desktop,Beauty,4,59.82,No,Yes,17821.42,Bangladesh,47
SES044245,2025-09-08,Instagram,Desktop,Home,5,8.72,No,Yes,4944.71,Canada,20
SES044246,2023-08-26,Google,Mobile,Sports,10,91.53,Yes,No,6059.45,India,31
SES044247,2023-10-20,Facebook,Tablet,Sports,7,70.47,No,No,24552.81,Canada,28
SES044248,2025-05-26,Facebook,Mobile,Electronics,5,97.74,Yes,No,25782.46,Bangladesh,21
SES044249,2025-02-17,Facebook,Tablet,Electronics,27,51.85,Yes,No,28722.81,Canada,56
SES044250,2025-10-03,Google,Desktop,Home,19,62.28,Yes,Yes,15879.24,India,46
SES044251,2024-11-20,Instagram,Mobile,Sports,5,113.21,Yes,Yes,11257.71,USA,56
SES044252,2025-04-26,Google,Tablet,Electronics,12,102.62,Yes,Yes,22381.82,Germany,40
SES044253,2024-07-20,YouTube,Mobile,Home,25,23.67,No,Yes,10765.21,Germany,47
SES044254,2025-02-06,Instagram,Desktop,Electronics,13,108.54,Yes,No,5660.09,India,33
SES044255,2022-11-02,YouTube,Mobile,Fashion,8,80.74,Yes,No,4956.86,Canada,53
SES044256,2025-11-21,YouTube,Tablet,Fashion,2,82.34,No,Yes,15433.65,USA,21
SES044257,2025-11-29,YouTube,Mobile,Home,19,91.2,Yes,Yes,19100.57,USA,43
SES044258,2023-08-30,Instagram,Tablet,Beauty,12,93.56,Yes,No,25484.03,Bangladesh,27
SES044259,2025-07-21,Facebook,Mobile,Electronics,19,73.2,Yes,No,24797.17,Canada,50
SES044260,2023-07-05,Google,Tablet,Electronics,21,25.63,Yes,No,216.22,USA,56
SES044261,2022-08-17,YouTube,Mobile,Electronics,18,108.8,No,Yes,6031.32,Germany,51
SES044262,2022-02-09,YouTube,Mobile,Electronics,23,15.95,Yes,No,26636.83,Canada,31
SES044263,2023-09-05,Google,Desktop,Home,19,65.69,Yes,No,11550.64,Canada,25
SES044264,2025-11-27,Direct,Mobile,Fashion,24,102.76,Yes,No,19377.01,USA,63
SES044265,2022-11-12,Instagram,Mobile,Home,22,3.71,No,No,1640.07,Canada,32
SES044266,2022-07-20,YouTube,Desktop,Fashion,14,76.82,Yes,No,259.51,USA,57
SES044267,2025-01-22,Facebook,Tablet,Beauty,11,88.22,No,Yes,26211.31,Bangladesh,63
SES044268,2025-05-13,YouTube,Mobile,Sports,21,16.56,Yes,No,920.79,Canada,51
SES044269,2022-05-06,Direct,Mobile,Electronics,14,95.87,No,No,15680.73,Germany,37
SES044270,2024-06-19,Google,Tablet,Beauty,14,118.55,Yes,Yes,29272.43,India,20
SES044271,2025-10-01,Direct,Desktop,Electronics,15,2.81,Yes,Yes,12803.57,Germany,53
SES044272,2023-08-15,Instagram,Tablet,Beauty,5,72.48,No,No,16014.5,USA,55
SES044273,2022-04-14,Direct,Mobile,Electronics,15,27.15,Yes,Yes,28856.04,Germany,38
SES044274,2025-07-20,Direct,Tablet,Fashion,8,80.71,Yes,No,556.6,Germany,58
SES044275,2024-11-12,Google,Desktop,Fashion,23,92.14,No,No,1307.87,USA,26
SES044276,2025-10-11,Facebook,Tablet,Beauty,6,54.91,No,Yes,723.52,Canada,45
SES044277,2023-11-22,YouTube,Desktop,Sports,18,1.66,Yes,Yes,23687.52,India,36
SES044278,2024-03-09,Instagram,Mobile,Fashion,28,104.51,No,Yes,20750.04,Germany,28
SES044279,2023-01-13,Direct,Tablet,Beauty,10,80.44,No,No,2978.9,USA,38
SES044280,2023-04-12,Direct,Tablet,Electronics,7,110.54,No,No,16983.39,Bangladesh,29
SES044281,2023-01-15,Instagram,Mobile,Beauty,8,23.25,Yes,No,27709.25,India,51
SES044282,2025-02-25,Direct,Mobile,Fashion,17,28.58,Yes,No,22430.57,Bangladesh,40
SES044283,2025-11-25,Google,Mobile,Fashion,7,51.77,Yes,Yes,4330.18,Germany,50
SES044284,2025-05-23,YouTube,Mobile,Beauty,12,113.61,No,No,6872.74,Bangladesh,63
SES044285,2023-04-23,Direct,Desktop,Home,20,16.34,Yes,No,21102.82,USA,42
SES044286,2024-11-19,Facebook,Mobile,Electronics,13,97.2,Yes,Yes,10985.72,USA,33
SES044287,2024-12-13,Instagram,Desktop,Sports,9,60.98,Yes,Yes,15323.73,Germany,40
SES044288,2022-11-27,Google,Tablet,Electronics,4,105.5,Yes,No,25869.01,Canada,25
SES044289,2024-02-15,Direct,Desktop,Electronics,3,113.62,Yes,No,715.21,India,56
SES044290,2022-08-25,YouTube,Desktop,Home,17,7.05,Yes,Yes,26689.65,USA,27
SES044291,2025-03-27,Facebook,Tablet,Sports,7,9.31,No,No,8445.44,Germany,18
SES044292,2025-06-05,YouTube,Desktop,Beauty,6,73.19,Yes,No,6878.75,Germany,25
SES044293,2022-01-27,Facebook,Tablet,Home,28,90.58,Yes,No,7844.91,Canada,41
SES044294,2025-12-18,Direct,Tablet,Home,19,15.74,Yes,No,7969.95,Bangladesh,22
SES044295,2025-08-31,Instagram,Mobile,Fashion,14,99.78,Yes,No,10371.21,Canada,23
SES044296,2024-10-06,Instagram,Mobile,Fashion,2,23.84,Yes,No,12261.04,Canada,59
SES044297,2024-03-10,Facebook,Desktop,Fashion,12,2.28,No,No,15700.13,Germany,27
SES044298,2024-03-23,Google,Tablet,Home,3,92.37,No,No,7956.19,Canada,23
SES044299,2025-01-12,Google,Desktop,Beauty,20,49.06,No,Yes,29707.5,India,51
SES044300,2025-04-29,Google,Mobile,Beauty,1,53.62,No,No,9173.14,Canada,48
SES044301,2025-02-12,Facebook,Tablet,Beauty,10,18.99,No,No,5413.19,Canada,52
SES044302,2024-07-09,Facebook,Tablet,Fashion,20,92.09,No,No,28234.23,USA,51
SES044303,2024-09-10,Direct,Tablet,Home,20,107.27,Yes,No,21581.25,Bangladesh,53
SES044304,2023-12-04,Google,Mobile,Beauty,17,98.75,Yes,No,29526.85,Germany,29
SES044305,2025-04-26,Instagram,Tablet,Fashion,17,107.04,No,Yes,1247.97,Canada,31
SES044306,2023-12-31,Direct,Tablet,Home,3,111.37,Yes,No,3481.01,Bangladesh,49
SES044307,2023-09-17,Direct,Desktop,Sports,8,99.95,Yes,Yes,20328.06,India,36
SES044308,2025-12-05,Facebook,Tablet,Fashion,13,92.03,Yes,No,22959.89,USA,37
SES044309,2022-09-28,YouTube,Desktop,Sports,5,107.09,Yes,No,17182.44,USA,23
SES044310,2023-03-11,YouTube,Desktop,Fashion,19,70.92,Yes,No,20294.87,India,43
SES044311,2025-01-30,Instagram,Desktop,Sports,13,46.52,No,No,5103.22,USA,23
SES044312,2022-05-15,YouTube,Mobile,Sports,15,81.42,No,No,25149.39,Canada,32
SES044313,2024-11-27,YouTube,Tablet,Electronics,2,20.04,Yes,No,5715.73,Germany,58
SES044314,2022-09-06,YouTube,Mobile,Electronics,19,86.57,Yes,Yes,17121.41,India,42
SES044315,2024-08-18,Direct,Tablet,Electronics,19,23.67,Yes,No,2215.57,Bangladesh,19
SES044316,2022-04-08,YouTube,Tablet,Sports,19,44.05,No,No,24233.16,USA,46
SES044317,2023-06-07,Direct,Mobile,Home,5,47.31,Yes,No,16224.31,Canada,54
SES044318,2025-02-04,Facebook,Desktop,Fashion,11,107.46,No,Yes,21421.46,Canada,19
SES044319,2022-03-11,Google,Tablet,Sports,19,69.74,No,No,3380.94,USA,26
SES044320,2025-06-21,Direct,Tablet,Sports,7,47.41,No,No,2248.12,Bangladesh,35
SES044321,2025-01-23,Instagram,Tablet,Home,13,26.46,Yes,No,6574.74,India,54
SES044322,2022-06-22,YouTube,Tablet,Fashion,21,86.83,Yes,Yes,25595.26,India,44
SES044323,2023-01-28,Instagram,Tablet,Beauty,1,66.55,No,No,6400.79,Bangladesh,49
SES044324,2025-09-15,Facebook,Mobile,Beauty,28,109.29,No,Yes,3381.64,India,29
SES044325,2025-03-31,Direct,Desktop,Beauty,28,59.23,No,Yes,21958.84,Bangladesh,30
SES044326,2024-08-09,Google,Desktop,Beauty,24,67.07,Yes,Yes,8157.68,Germany,19
SES044327,2024-07-13,Direct,Tablet,Sports,5,2.48,No,No,15329.04,USA,19
SES044328,2024-03-27,Facebook,Mobile,Fashion,3,2.51,Yes,Yes,14087.26,Germany,29
SES044329,2022-05-26,Google,Tablet,Electronics,15,2.52,Yes,Yes,27843.52,Bangladesh,43
SES044330,2023-02-06,Google,Desktop,Home,9,117.81,No,No,16121.07,USA,28
SES044331,2022-02-10,YouTube,Tablet,Beauty,25,49.36,Yes,No,5452.83,Germany,25
SES044332,2023-08-16,Direct,Mobile,Fashion,23,78.79,Yes,No,12481.25,USA,55
SES044333,2023-05-17,Instagram,Tablet,Fashion,26,95.24,No,No,8546.87,India,27
SES044334,2024-08-31,Facebook,Desktop,Fashion,20,107.58,Yes,No,8678.88,Canada,47
SES044335,2023-01-01,Direct,Mobile,Sports,6,61.49,Yes,No,3554.42,USA,29
SES044336,2024-11-03,YouTube,Desktop,Sports,1,50.59,No,No,24388.63,Canada,49
SES044337,2024-08-26,Instagram,Mobile,Electronics,8,95.27,Yes,No,6715.61,Bangladesh,41
SES044338,2024-07-20,YouTube,Desktop,Electronics,27,41.08,Yes,No,7147.38,Germany,54
SES044339,2023-02-04,Facebook,Desktop,Electronics,25,20.7,No,No,27768.6,India,47
SES044340,2023-05-16,Instagram,Desktop,Sports,5,92.72,Yes,No,7305.84,India,26
SES044341,2024-07-27,Instagram,Tablet,Beauty,10,1.3,No,No,8517.27,India,46
SES044342,2024-08-21,YouTube,Desktop,Sports,15,42.93,Yes,No,20444.09,Bangladesh,48
SES044343,2023-12-24,Direct,Mobile,Sports,23,118.33,Yes,No,22064.17,Germany,53
SES044344,2025-03-22,YouTube,Desktop,Sports,25,70.53,No,No,13344.45,Germany,26
SES044345,2022-03-31,Direct,Mobile,Sports,26,44.77,No,Yes,24702.7,Canada,50
SES044346,2022-01-24,Facebook,Mobile,Electronics,13,88.79,No,Yes,19037.49,Canada,46
SES044347,2024-10-05,Instagram,Tablet,Home,9,94.21,Yes,Yes,14713.7,Bangladesh,27
SES044348,2024-04-24,Instagram,Tablet,Home,23,43.74,No,Yes,18552.42,USA,36
SES044349,2024-01-28,Google,Mobile,Fashion,24,93.84,Yes,No,14124.63,Bangladesh,62
SES044350,2023-03-21,YouTube,Desktop,Home,9,87.52,Yes,Yes,13443.84,India,49
SES044351,2022-10-31,Direct,Tablet,Home,18,91.1,No,No,7630.81,Bangladesh,59
SES044352,2024-10-16,Google,Tablet,Home,21,83.73,Yes,No,23065.03,USA,28
SES044353,2022-03-01,Direct,Desktop,Sports,6,96.71,No,No,9861.42,India,61
SES044354,2024-09-08,Google,Tablet,Electronics,13,104.12,No,No,3422.8,Canada,43
SES044355,2023-04-22,Google,Mobile,Beauty,14,117.6,Yes,No,25913.99,Canada,31
SES044356,2024-09-06,YouTube,Desktop,Electronics,27,39.02,No,No,19426.43,Canada,22
SES044357,2025-12-02,Facebook,Desktop,Fashion,2,27.61,No,No,18173.3,Bangladesh,47
SES044358,2025-05-28,YouTube,Mobile,Beauty,10,109.35,Yes,Yes,29307.83,Canada,64
SES044359,2024-05-30,Facebook,Tablet,Sports,6,100.45,Yes,No,13880.86,Bangladesh,45
SES044360,2023-07-04,YouTube,Tablet,Beauty,4,38.31,No,Yes,1116.22,India,43
SES044361,2022-02-13,Instagram,Tablet,Fashion,19,43.55,No,Yes,10633.7,Bangladesh,27
SES044362,2022-07-18,Google,Tablet,Sports,3,83.62,No,No,21795.3,Bangladesh,42
SES044363,2024-11-13,Direct,Tablet,Fashion,12,98.5,Yes,Yes,10701.91,USA,37
SES044364,2022-05-23,Instagram,Desktop,Home,21,81.85,No,No,6581.71,Bangladesh,43
